Date,Time,Steps,Source
2024.11.13 05.15,05.15,201,nl.appyhapps.healthsync
2024.11.13 05.30,05.30,146,nl.appyhapps.healthsync
2024.11.13 05.45,05.45,42,nl.appyhapps.healthsync
2024.11.13 06.00,06.00,84,nl.appyhapps.healthsync
2024.11.13 06.15,06.15,45,nl.appyhapps.healthsync
2024.11.13 06.30,06.30,14,nl.appyhapps.healthsync
2024.11.13 06.45,06.45,1567,nl.appyhapps.healthsync
2024.11.13 07.00,07.00,2152,nl.appyhapps.healthsync
2024.11.13 07.15,07.15,2289,nl.appyhapps.healthsync
2024.11.13 07.30,07.30,1830,nl.appyhapps.healthsync
2024.11.13 08.00,08.00,133,nl.appyhapps.healthsync
2024.11.13 08.15,08.15,23,nl.appyhapps.healthsync
2024.11.13 08.30,08.30,13,nl.appyhapps.healthsync
2024.11.13 08.45,08.45,49,nl.appyhapps.healthsync
2024.11.13 09.00,09.00,35,nl.appyhapps.healthsync
2024.11.13 09.45,09.45,102,nl.appyhapps.healthsync
2024.11.13 10.00,10.00,34,nl.appyhapps.healthsync
2024.11.13 10.30,10.30,18,nl.appyhapps.healthsync
2024.11.13 11.15,11.15,61,nl.appyhapps.healthsync
2024.11.13 11.30,11.30,23,nl.appyhapps.healthsync
2024.11.13 11.45,11.45,57,nl.appyhapps.healthsync
2024.11.13 12.00,12.00,15,nl.appyhapps.healthsync
2024.11.13 12.15,12.15,102,nl.appyhapps.healthsync
2024.11.13 12.30,12.30,44,nl.appyhapps.healthsync
2024.11.13 12.45,12.45,14,nl.appyhapps.healthsync
2024.11.13 13.30,13.30,24,nl.appyhapps.healthsync
2024.11.13 13.45,13.45,18,nl.appyhapps.healthsync
2024.11.13 14.15,14.15,27,nl.appyhapps.healthsync
2024.11.13 15.30,15.30,20,nl.appyhapps.healthsync
2024.11.13 15.45,15.45,56,nl.appyhapps.healthsync
2024.11.13 16.45,16.45,117,nl.appyhapps.healthsync
2024.11.13 17.00,17.00,75,nl.appyhapps.healthsync
2024.11.13 17.30,17.30,11,nl.appyhapps.healthsync
2024.11.13 17.45,17.45,19,nl.appyhapps.healthsync
2024.11.13 18.00,18.00,31,nl.appyhapps.healthsync
2024.11.13 18.15,18.15,29,nl.appyhapps.healthsync
2024.11.13 18.30,18.30,68,nl.appyhapps.healthsync
2024.11.13 19.15,19.15,23,nl.appyhapps.healthsync
2024.11.13 19.30,19.30,83,nl.appyhapps.healthsync
2024.11.13 19.45,19.45,67,nl.appyhapps.healthsync
2024.11.13 20.00,20.00,87,nl.appyhapps.healthsync
2024.11.13 20.15,20.15,4,nl.appyhapps.healthsync
2024.11.13 20.30,20.30,154,nl.appyhapps.healthsync
2024.11.13 20.45,20.45,74,nl.appyhapps.healthsync
2024.11.14 02.15,02.15,17,nl.appyhapps.healthsync
2024.11.14 03.15,03.15,7,nl.appyhapps.healthsync
2024.11.14 03.45,03.45,9,nl.appyhapps.healthsync
2024.11.14 05.15,05.15,111,nl.appyhapps.healthsync
2024.11.14 05.30,05.30,20,nl.appyhapps.healthsync
2024.11.14 06.00,06.00,76,nl.appyhapps.healthsync
2024.11.14 06.15,06.15,87,nl.appyhapps.healthsync
2024.11.14 07.00,07.00,90,nl.appyhapps.healthsync
2024.11.14 07.30,07.30,112,nl.appyhapps.healthsync
2024.11.14 07.45,07.45,149,nl.appyhapps.healthsync
2024.11.14 08.00,08.00,49,nl.appyhapps.healthsync
2024.11.14 08.15,08.15,276,nl.appyhapps.healthsync
2024.11.14 08.30,08.30,313,nl.appyhapps.healthsync
2024.11.14 08.45,08.45,307,nl.appyhapps.healthsync
2024.11.14 09.00,09.00,107,nl.appyhapps.healthsync
2024.11.14 09.15,09.15,179,nl.appyhapps.healthsync
2024.11.14 09.30,09.30,24,nl.appyhapps.healthsync
2024.11.14 10.00,10.00,304,nl.appyhapps.healthsync
2024.11.14 10.15,10.15,42,nl.appyhapps.healthsync
2024.11.14 10.30,10.30,9,nl.appyhapps.healthsync
2024.11.14 10.45,10.45,525,nl.appyhapps.healthsync
2024.11.14 11.00,11.00,768,nl.appyhapps.healthsync
2024.11.14 11.30,11.30,330,nl.appyhapps.healthsync
2024.11.14 11.45,11.45,260,nl.appyhapps.healthsync
2024.11.14 12.00,12.00,8,nl.appyhapps.healthsync
2024.11.14 13.00,13.00,319,nl.appyhapps.healthsync
2024.11.14 13.15,13.15,104,nl.appyhapps.healthsync
2024.11.14 13.30,13.30,434,nl.appyhapps.healthsync
2024.11.14 14.00,14.00,383,nl.appyhapps.healthsync
2024.11.14 14.15,14.15,302,nl.appyhapps.healthsync
2024.11.14 14.30,14.30,199,nl.appyhapps.healthsync
2024.11.14 14.45,14.45,190,nl.appyhapps.healthsync
2024.11.14 15.00,15.00,355,nl.appyhapps.healthsync
2024.11.14 15.15,15.15,118,nl.appyhapps.healthsync
2024.11.14 16.00,16.00,271,nl.appyhapps.healthsync
2024.11.14 16.15,16.15,13,nl.appyhapps.healthsync
2024.11.14 17.15,17.15,11,nl.appyhapps.healthsync
2024.11.14 18.15,18.15,38,nl.appyhapps.healthsync
2024.11.14 18.45,18.45,243,nl.appyhapps.healthsync
2024.11.14 19.00,19.00,140,nl.appyhapps.healthsync
2024.11.14 19.15,19.15,220,nl.appyhapps.healthsync
2024.11.14 19.30,19.30,137,nl.appyhapps.healthsync
2024.11.14 19.45,19.45,23,nl.appyhapps.healthsync
2024.11.14 20.15,20.15,51,nl.appyhapps.healthsync
2024.11.14 20.30,20.30,9,nl.appyhapps.healthsync
2024.11.14 20.45,20.45,20,nl.appyhapps.healthsync
2024.11.14 21.15,21.15,169,nl.appyhapps.healthsync
2024.11.14 21.30,21.30,121,nl.appyhapps.healthsync
2024.11.14 21.45,21.45,14,nl.appyhapps.healthsync
2024.11.15 01.30,01.30,6,nl.appyhapps.healthsync
2024.11.15 05.30,05.30,8,nl.appyhapps.healthsync
2024.11.15 07.45,07.45,68,nl.appyhapps.healthsync
2024.11.15 08.00,08.00,30,nl.appyhapps.healthsync
2024.11.15 08.15,08.15,17,nl.appyhapps.healthsync
2024.11.15 08.45,08.45,35,nl.appyhapps.healthsync
2024.11.15 09.00,09.00,53,nl.appyhapps.healthsync
2024.11.15 09.30,09.30,47,nl.appyhapps.healthsync
2024.11.15 09.45,09.45,84,nl.appyhapps.healthsync
2024.11.15 10.15,10.15,13,nl.appyhapps.healthsync
2024.11.15 10.30,10.30,269,nl.appyhapps.healthsync
2024.11.15 10.45,10.45,47,nl.appyhapps.healthsync
2024.11.15 11.00,11.00,150,nl.appyhapps.healthsync
2024.11.15 11.15,11.15,208,nl.appyhapps.healthsync
2024.11.15 11.30,11.30,1818,nl.appyhapps.healthsync
2024.11.15 11.45,11.45,2177,nl.appyhapps.healthsync
2024.11.15 12.00,12.00,1591,nl.appyhapps.healthsync
2024.11.15 12.15,12.15,249,nl.appyhapps.healthsync
2024.11.15 12.30,12.30,1569,nl.appyhapps.healthsync
2024.11.15 12.45,12.45,943,nl.appyhapps.healthsync
2024.11.15 13.15,13.15,55,nl.appyhapps.healthsync
2024.11.15 13.30,13.30,173,nl.appyhapps.healthsync
2024.11.15 13.45,13.45,52,nl.appyhapps.healthsync
2024.11.15 14.30,14.30,45,nl.appyhapps.healthsync
2024.11.15 15.15,15.15,9,nl.appyhapps.healthsync
2024.11.15 16.00,16.00,169,nl.appyhapps.healthsync
2024.11.15 16.45,16.45,120,nl.appyhapps.healthsync
2024.11.15 17.45,17.45,52,nl.appyhapps.healthsync
2024.11.15 18.00,18.00,230,nl.appyhapps.healthsync
2024.11.15 18.15,18.15,64,nl.appyhapps.healthsync
2024.11.15 18.30,18.30,28,nl.appyhapps.healthsync
2024.11.15 19.00,19.00,190,nl.appyhapps.healthsync
2024.11.15 19.15,19.15,76,nl.appyhapps.healthsync
2024.11.15 19.30,19.30,106,nl.appyhapps.healthsync
2024.11.15 19.45,19.45,25,nl.appyhapps.healthsync
2024.11.15 20.00,20.00,47,nl.appyhapps.healthsync
2024.11.15 20.15,20.15,9,nl.appyhapps.healthsync
2024.11.15 20.45,20.45,46,nl.appyhapps.healthsync
2024.11.15 21.15,21.15,20,nl.appyhapps.healthsync
2024.11.15 21.30,21.30,15,nl.appyhapps.healthsync
2024.11.15 22.00,22.00,91,nl.appyhapps.healthsync
2024.11.15 22.45,22.45,94,nl.appyhapps.healthsync
2024.11.15 23.00,23.00,15,nl.appyhapps.healthsync
2024.11.16 04.45,04.45,9,nl.appyhapps.healthsync
2024.11.16 08.00,08.00,8,nl.appyhapps.healthsync
2024.11.16 08.45,08.45,228,nl.appyhapps.healthsync
2024.11.16 09.00,09.00,124,nl.appyhapps.healthsync
2024.11.16 09.15,09.15,121,nl.appyhapps.healthsync
2024.11.16 09.30,09.30,121,nl.appyhapps.healthsync
2024.11.16 09.45,09.45,517,nl.appyhapps.healthsync
2024.11.16 10.00,10.00,262,nl.appyhapps.healthsync
2024.11.16 10.15,10.15,672,nl.appyhapps.healthsync
2024.11.16 10.30,10.30,90,nl.appyhapps.healthsync
2024.11.16 10.45,10.45,165,nl.appyhapps.healthsync
2024.11.16 11.00,11.00,240,nl.appyhapps.healthsync
2024.11.16 11.15,11.15,245,nl.appyhapps.healthsync
2024.11.16 11.30,11.30,152,nl.appyhapps.healthsync
2024.11.16 11.45,11.45,38,nl.appyhapps.healthsync
2024.11.16 12.15,12.15,51,nl.appyhapps.healthsync
2024.11.16 12.30,12.30,89,nl.appyhapps.healthsync
2024.11.16 12.45,12.45,411,nl.appyhapps.healthsync
2024.11.16 13.00,13.00,165,nl.appyhapps.healthsync
2024.11.16 13.15,13.15,329,nl.appyhapps.healthsync
2024.11.16 13.30,13.30,246,nl.appyhapps.healthsync
2024.11.16 13.45,13.45,499,nl.appyhapps.healthsync
2024.11.16 14.00,14.00,133,nl.appyhapps.healthsync
2024.11.16 14.15,14.15,1105,nl.appyhapps.healthsync
2024.11.16 14.30,14.30,1595,nl.appyhapps.healthsync
2024.11.16 14.45,14.45,1612,nl.appyhapps.healthsync
2024.11.16 15.00,15.00,1535,nl.appyhapps.healthsync
2024.11.16 15.15,15.15,1373,nl.appyhapps.healthsync
2024.11.16 15.30,15.30,1272,nl.appyhapps.healthsync
2024.11.16 15.45,15.45,90,nl.appyhapps.healthsync
2024.11.16 16.00,16.00,506,nl.appyhapps.healthsync
2024.11.16 16.15,16.15,316,nl.appyhapps.healthsync
2024.11.16 16.30,16.30,175,nl.appyhapps.healthsync
2024.11.16 16.45,16.45,55,nl.appyhapps.healthsync
2024.11.16 17.00,17.00,93,nl.appyhapps.healthsync
2024.11.16 17.15,17.15,35,nl.appyhapps.healthsync
2024.11.16 17.30,17.30,259,nl.appyhapps.healthsync
2024.11.16 17.45,17.45,497,nl.appyhapps.healthsync
2024.11.16 18.00,18.00,194,nl.appyhapps.healthsync
2024.11.16 18.15,18.15,141,nl.appyhapps.healthsync
2024.11.16 18.30,18.30,71,nl.appyhapps.healthsync
2024.11.16 18.45,18.45,91,nl.appyhapps.healthsync
2024.11.16 19.00,19.00,116,nl.appyhapps.healthsync
2024.11.16 19.15,19.15,179,nl.appyhapps.healthsync
2024.11.16 19.30,19.30,168,nl.appyhapps.healthsync
2024.11.16 19.45,19.45,41,nl.appyhapps.healthsync
2024.11.16 20.30,20.30,167,nl.appyhapps.healthsync
2024.11.16 20.45,20.45,65,nl.appyhapps.healthsync
2024.11.17 01.00,01.00,15,nl.appyhapps.healthsync
2024.11.17 02.30,02.30,11,nl.appyhapps.healthsync
2024.11.17 05.15,05.15,13,nl.appyhapps.healthsync
2024.11.17 05.30,05.30,79,nl.appyhapps.healthsync
2024.11.17 05.45,05.45,14,nl.appyhapps.healthsync
2024.11.17 06.00,06.00,227,nl.appyhapps.healthsync
2024.11.17 06.15,06.15,68,nl.appyhapps.healthsync
2024.11.17 06.30,06.30,8,nl.appyhapps.healthsync
2024.11.17 06.45,06.45,1331,nl.appyhapps.healthsync
2024.11.17 07.00,07.00,2310,nl.appyhapps.healthsync
2024.11.17 07.15,07.15,2214,nl.appyhapps.healthsync
2024.11.17 07.30,07.30,266,nl.appyhapps.healthsync
2024.11.17 07.45,07.45,22,nl.appyhapps.healthsync
2024.11.17 08.00,08.00,87,nl.appyhapps.healthsync
2024.11.17 10.00,10.00,10,nl.appyhapps.healthsync
2024.11.17 10.15,10.15,15,nl.appyhapps.healthsync
2024.11.17 11.00,11.00,108,nl.appyhapps.healthsync
2024.11.17 12.00,12.00,56,nl.appyhapps.healthsync
2024.11.17 12.15,12.15,106,nl.appyhapps.healthsync
2024.11.17 12.30,12.30,319,nl.appyhapps.healthsync
2024.11.17 12.45,12.45,279,nl.appyhapps.healthsync
2024.11.17 13.00,13.00,21,nl.appyhapps.healthsync
2024.11.17 13.15,13.15,112,nl.appyhapps.healthsync
2024.11.17 13.30,13.30,17,nl.appyhapps.healthsync
2024.11.17 13.45,13.45,67,nl.appyhapps.healthsync
2024.11.17 14.00,14.00,186,nl.appyhapps.healthsync
2024.11.17 14.15,14.15,140,nl.appyhapps.healthsync
2024.11.17 14.30,14.30,104,nl.appyhapps.healthsync
2024.11.17 14.45,14.45,215,nl.appyhapps.healthsync
2024.11.17 15.00,15.00,165,nl.appyhapps.healthsync
2024.11.17 15.15,15.15,170,nl.appyhapps.healthsync
2024.11.17 15.30,15.30,13,nl.appyhapps.healthsync
2024.11.17 15.45,15.45,77,nl.appyhapps.healthsync
2024.11.17 16.00,16.00,11,nl.appyhapps.healthsync
2024.11.17 16.15,16.15,349,nl.appyhapps.healthsync
2024.11.17 16.30,16.30,56,nl.appyhapps.healthsync
2024.11.17 17.45,17.45,47,nl.appyhapps.healthsync
2024.11.17 18.00,18.00,112,nl.appyhapps.healthsync
2024.11.17 18.15,18.15,180,nl.appyhapps.healthsync
2024.11.17 18.30,18.30,24,nl.appyhapps.healthsync
2024.11.17 18.45,18.45,4,nl.appyhapps.healthsync
2024.11.17 19.15,19.15,210,nl.appyhapps.healthsync
2024.11.17 19.30,19.30,230,nl.appyhapps.healthsync
2024.11.17 19.45,19.45,11,nl.appyhapps.healthsync
2024.11.17 20.15,20.15,27,nl.appyhapps.healthsync
2024.11.17 20.30,20.30,29,nl.appyhapps.healthsync
2024.11.17 20.45,20.45,181,nl.appyhapps.healthsync
2024.11.18 01.00,01.00,9,nl.appyhapps.healthsync
2024.11.18 03.15,03.15,31,nl.appyhapps.healthsync
2024.11.18 05.15,05.15,73,nl.appyhapps.healthsync
2024.11.18 05.30,05.30,11,nl.appyhapps.healthsync
2024.11.18 06.00,06.00,184,nl.appyhapps.healthsync
2024.11.18 06.15,06.15,1713,nl.appyhapps.healthsync
2024.11.18 06.30,06.30,2248,nl.appyhapps.healthsync
2024.11.18 06.45,06.45,2276,nl.appyhapps.healthsync
2024.11.18 07.00,07.00,541,nl.appyhapps.healthsync
2024.11.18 07.15,07.15,169,nl.appyhapps.healthsync
2024.11.18 07.30,07.30,46,nl.appyhapps.healthsync
2024.11.18 07.45,07.45,41,nl.appyhapps.healthsync
2024.11.18 08.00,08.00,204,nl.appyhapps.healthsync
2024.11.18 08.45,08.45,146,nl.appyhapps.healthsync
2024.11.18 09.00,09.00,188,nl.appyhapps.healthsync
2024.11.18 09.15,09.15,268,nl.appyhapps.healthsync
2024.11.18 09.30,09.30,105,nl.appyhapps.healthsync
2024.11.18 09.45,09.45,300,nl.appyhapps.healthsync
2024.11.18 10.00,10.00,72,nl.appyhapps.healthsync
2024.11.18 10.30,10.30,11,nl.appyhapps.healthsync
2024.11.18 10.45,10.45,250,nl.appyhapps.healthsync
2024.11.18 11.00,11.00,95,nl.appyhapps.healthsync
2024.11.18 11.45,11.45,765,nl.appyhapps.healthsync
2024.11.18 12.00,12.00,235,nl.appyhapps.healthsync
2024.11.18 12.15,12.15,8,nl.appyhapps.healthsync
2024.11.18 13.30,13.30,192,nl.appyhapps.healthsync
2024.11.18 13.45,13.45,1160,nl.appyhapps.healthsync
2024.11.18 14.00,14.00,21,nl.appyhapps.healthsync
2024.11.18 15.00,15.00,216,nl.appyhapps.healthsync
2024.11.18 16.00,16.00,522,nl.appyhapps.healthsync
2024.11.18 16.15,16.15,327,nl.appyhapps.healthsync
2024.11.18 17.00,17.00,349,nl.appyhapps.healthsync
2024.11.18 17.45,17.45,15,nl.appyhapps.healthsync
2024.11.18 18.00,18.00,78,nl.appyhapps.healthsync
2024.11.18 18.15,18.15,353,nl.appyhapps.healthsync
2024.11.18 18.30,18.30,218,nl.appyhapps.healthsync
2024.11.18 18.45,18.45,158,nl.appyhapps.healthsync
2024.11.18 19.00,19.00,267,nl.appyhapps.healthsync
2024.11.18 19.15,19.15,60,nl.appyhapps.healthsync
2024.11.18 19.30,19.30,298,nl.appyhapps.healthsync
2024.11.18 19.45,19.45,11,nl.appyhapps.healthsync
2024.11.18 20.15,20.15,61,nl.appyhapps.healthsync
2024.11.18 20.30,20.30,229,nl.appyhapps.healthsync
2024.11.18 20.45,20.45,80,nl.appyhapps.healthsync
2024.11.18 22.45,22.45,9,nl.appyhapps.healthsync
2024.11.19 03.15,03.15,12,nl.appyhapps.healthsync
2024.11.19 04.15,04.15,13,nl.appyhapps.healthsync
2024.11.19 05.00,05.00,103,nl.appyhapps.healthsync
2024.11.19 05.15,05.15,57,nl.appyhapps.healthsync
2024.11.19 05.30,05.30,46,nl.appyhapps.healthsync
2024.11.19 05.45,05.45,17,nl.appyhapps.healthsync
2024.11.19 06.00,06.00,186,nl.appyhapps.healthsync
2024.11.19 06.15,06.15,149,nl.appyhapps.healthsync
2024.11.19 07.15,07.15,38,nl.appyhapps.healthsync
2024.11.19 07.30,07.30,213,nl.appyhapps.healthsync
2024.11.19 07.45,07.45,28,nl.appyhapps.healthsync
2024.11.19 08.00,08.00,305,nl.appyhapps.healthsync
2024.11.19 08.15,08.15,341,nl.appyhapps.healthsync
2024.11.19 08.30,08.30,185,nl.appyhapps.healthsync
2024.11.19 08.45,08.45,300,nl.appyhapps.healthsync
2024.11.19 09.15,09.15,89,nl.appyhapps.healthsync
2024.11.19 09.30,09.30,267,nl.appyhapps.healthsync
2024.11.19 09.45,09.45,373,nl.appyhapps.healthsync
2024.11.19 10.15,10.15,249,nl.appyhapps.healthsync
2024.11.19 10.30,10.30,339,nl.appyhapps.healthsync
2024.11.19 10.45,10.45,19,nl.appyhapps.healthsync
2024.11.19 11.00,11.00,276,nl.appyhapps.healthsync
2024.11.19 11.15,11.15,13,nl.appyhapps.healthsync
2024.11.19 11.30,11.30,202,nl.appyhapps.healthsync
2024.11.19 11.45,11.45,174,nl.appyhapps.healthsync
2024.11.19 12.30,12.30,867,nl.appyhapps.healthsync
2024.11.19 12.45,12.45,484,nl.appyhapps.healthsync
2024.11.19 13.00,13.00,135,nl.appyhapps.healthsync
2024.11.19 13.30,13.30,104,nl.appyhapps.healthsync
2024.11.19 13.45,13.45,383,nl.appyhapps.healthsync
2024.11.19 14.00,14.00,288,nl.appyhapps.healthsync
2024.11.19 14.15,14.15,288,nl.appyhapps.healthsync
2024.11.19 15.00,15.00,98,nl.appyhapps.healthsync
2024.11.19 15.15,15.15,116,nl.appyhapps.healthsync
2024.11.19 16.15,16.15,96,nl.appyhapps.healthsync
2024.11.19 16.30,16.30,169,nl.appyhapps.healthsync
2024.11.19 16.45,16.45,174,nl.appyhapps.healthsync
2024.11.19 17.15,17.15,313,nl.appyhapps.healthsync
2024.11.19 18.00,18.00,116,nl.appyhapps.healthsync
2024.11.19 18.15,18.15,216,nl.appyhapps.healthsync
2024.11.19 18.30,18.30,225,nl.appyhapps.healthsync
2024.11.19 18.45,18.45,210,nl.appyhapps.healthsync
2024.11.19 19.00,19.00,140,nl.appyhapps.healthsync
2024.11.19 19.15,19.15,117,nl.appyhapps.healthsync
2024.11.19 19.30,19.30,130,nl.appyhapps.healthsync
2024.11.19 20.15,20.15,57,nl.appyhapps.healthsync
2024.11.19 20.30,20.30,14,nl.appyhapps.healthsync
2024.11.19 21.00,21.00,175,nl.appyhapps.healthsync
2024.11.19 21.15,21.15,11,nl.appyhapps.healthsync
2024.11.20 03.30,03.30,7,nl.appyhapps.healthsync
2024.11.20 07.00,07.00,146,nl.appyhapps.healthsync
2024.11.20 07.15,07.15,293,nl.appyhapps.healthsync
2024.11.20 07.30,07.30,11,nl.appyhapps.healthsync
2024.11.20 07.45,07.45,102,nl.appyhapps.healthsync
2024.11.20 08.00,08.00,124,nl.appyhapps.healthsync
2024.11.20 08.15,08.15,59,nl.appyhapps.healthsync
2024.11.20 08.30,08.30,1445,nl.appyhapps.healthsync
2024.11.20 08.45,08.45,2339,nl.appyhapps.healthsync
2024.11.20 09.00,09.00,1948,nl.appyhapps.healthsync
2024.11.20 09.15,09.15,254,nl.appyhapps.healthsync
2024.11.20 09.30,09.30,11,nl.appyhapps.healthsync
2024.11.20 09.45,09.45,188,nl.appyhapps.healthsync
2024.11.20 10.15,10.15,109,nl.appyhapps.healthsync
2024.11.20 10.30,10.30,17,nl.appyhapps.healthsync
2024.11.20 11.00,11.00,57,nl.appyhapps.healthsync
2024.11.20 11.15,11.15,67,nl.appyhapps.healthsync
2024.11.20 11.30,11.30,67,nl.appyhapps.healthsync
2024.11.20 11.45,11.45,18,nl.appyhapps.healthsync
2024.11.20 12.00,12.00,96,nl.appyhapps.healthsync
2024.11.20 12.15,12.15,203,nl.appyhapps.healthsync
2024.11.20 12.30,12.30,114,nl.appyhapps.healthsync
2024.11.20 12.45,12.45,22,nl.appyhapps.healthsync
2024.11.20 13.15,13.15,126,nl.appyhapps.healthsync
2024.11.20 14.30,14.30,54,nl.appyhapps.healthsync
2024.11.20 14.45,14.45,307,nl.appyhapps.healthsync
2024.11.20 15.00,15.00,31,nl.appyhapps.healthsync
2024.11.20 15.15,15.15,16,nl.appyhapps.healthsync
2024.11.20 15.30,15.30,86,nl.appyhapps.healthsync
2024.11.20 15.45,15.45,71,nl.appyhapps.healthsync
2024.11.20 16.00,16.00,73,nl.appyhapps.healthsync
2024.11.20 16.15,16.15,32,nl.appyhapps.healthsync
2024.11.20 16.45,16.45,16,nl.appyhapps.healthsync
2024.11.20 17.00,17.00,83,nl.appyhapps.healthsync
2024.11.20 17.45,17.45,27,nl.appyhapps.healthsync
2024.11.20 18.00,18.00,80,nl.appyhapps.healthsync
2024.11.20 18.15,18.15,82,nl.appyhapps.healthsync
2024.11.20 18.30,18.30,52,nl.appyhapps.healthsync
2024.11.20 18.45,18.45,78,nl.appyhapps.healthsync
2024.11.20 19.00,19.00,45,nl.appyhapps.healthsync
