Date,Time,Steps,Source
2024.11.28 11.30,11.30,82,nl.appyhapps.healthsync
2024.11.28 11.45,11.45,79,nl.appyhapps.healthsync
2024.11.28 12.00,12.00,119,nl.appyhapps.healthsync
2024.11.28 12.15,12.15,334,nl.appyhapps.healthsync
2024.11.28 12.30,12.30,110,nl.appyhapps.healthsync
2024.11.28 12.45,12.45,264,nl.appyhapps.healthsync
2024.11.28 13.00,13.00,194,nl.appyhapps.healthsync
2024.11.28 13.15,13.15,170,nl.appyhapps.healthsync
2024.11.28 13.30,13.30,198,nl.appyhapps.healthsync
2024.11.28 14.00,14.00,184,nl.appyhapps.healthsync
2024.11.28 14.15,14.15,163,nl.appyhapps.healthsync
2024.11.28 14.30,14.30,37,nl.appyhapps.healthsync
2024.11.28 14.45,14.45,51,nl.appyhapps.healthsync
2024.11.28 15.15,15.15,95,nl.appyhapps.healthsync
2024.11.28 15.30,15.30,68,nl.appyhapps.healthsync
2024.11.28 16.00,16.00,65,nl.appyhapps.healthsync
2024.11.28 16.15,16.15,38,nl.appyhapps.healthsync
2024.11.28 16.30,16.30,106,nl.appyhapps.healthsync
2024.11.28 16.45,16.45,55,nl.appyhapps.healthsync
2024.11.28 17.00,17.00,895,nl.appyhapps.healthsync
2024.11.28 17.15,17.15,1311,nl.appyhapps.healthsync
2024.11.28 17.30,17.30,1426,nl.appyhapps.healthsync
2024.11.28 17.45,17.45,703,nl.appyhapps.healthsync
2024.11.28 18.00,18.00,135,nl.appyhapps.healthsync
2024.11.28 18.15,18.15,81,nl.appyhapps.healthsync
2024.11.28 18.30,18.30,181,nl.appyhapps.healthsync
2024.11.28 18.45,18.45,141,nl.appyhapps.healthsync
2024.11.28 19.00,19.00,27,nl.appyhapps.healthsync
2024.11.28 19.15,19.15,29,nl.appyhapps.healthsync
2024.11.28 20.00,20.00,127,nl.appyhapps.healthsync
2024.11.28 20.15,20.15,193,nl.appyhapps.healthsync
2024.11.28 21.15,21.15,205,nl.appyhapps.healthsync
2024.11.28 21.30,21.30,33,nl.appyhapps.healthsync
2024.11.28 21.45,21.45,59,nl.appyhapps.healthsync
2024.11.28 22.00,22.00,90,nl.appyhapps.healthsync
2024.11.28 23.45,23.45,9,nl.appyhapps.healthsync
2024.11.29 01.15,01.15,9,nl.appyhapps.healthsync
2024.11.29 05.00,05.00,170,nl.appyhapps.healthsync
2024.11.29 05.15,05.15,152,nl.appyhapps.healthsync
2024.11.29 05.30,05.30,111,nl.appyhapps.healthsync
2024.11.29 05.45,05.45,43,nl.appyhapps.healthsync
2024.11.29 06.00,06.00,330,nl.appyhapps.healthsync
2024.11.29 06.15,06.15,9,nl.appyhapps.healthsync
2024.11.29 06.45,06.45,123,nl.appyhapps.healthsync
2024.11.29 07.00,07.00,32,nl.appyhapps.healthsync
2024.11.29 07.15,07.15,77,nl.appyhapps.healthsync
2024.11.29 07.30,07.30,41,nl.appyhapps.healthsync
2024.11.29 08.00,08.00,148,nl.appyhapps.healthsync
2024.11.29 08.15,08.15,80,nl.appyhapps.healthsync
2024.11.29 08.30,08.30,11,nl.appyhapps.healthsync
2024.11.29 09.00,09.00,226,nl.appyhapps.healthsync
2024.11.29 09.15,09.15,229,nl.appyhapps.healthsync
2024.11.29 09.30,09.30,131,nl.appyhapps.healthsync
2024.11.29 09.45,09.45,9,nl.appyhapps.healthsync
2024.11.29 10.00,10.00,623,nl.appyhapps.healthsync
2024.11.29 10.15,10.15,270,nl.appyhapps.healthsync
2024.11.29 10.30,10.30,234,nl.appyhapps.healthsync
2024.11.29 10.45,10.45,201,nl.appyhapps.healthsync
2024.11.29 11.00,11.00,637,nl.appyhapps.healthsync
2024.11.29 11.15,11.15,310,nl.appyhapps.healthsync
2024.11.29 11.30,11.30,254,nl.appyhapps.healthsync
2024.11.29 12.00,12.00,161,nl.appyhapps.healthsync
2024.11.29 12.15,12.15,89,nl.appyhapps.healthsync
2024.11.29 12.30,12.30,164,nl.appyhapps.healthsync
2024.11.29 12.45,12.45,185,nl.appyhapps.healthsync
2024.11.29 13.00,13.00,97,nl.appyhapps.healthsync
2024.11.29 13.15,13.15,109,nl.appyhapps.healthsync
2024.11.29 13.30,13.30,210,nl.appyhapps.healthsync
2024.11.29 13.45,13.45,243,nl.appyhapps.healthsync
2024.11.29 14.00,14.00,213,nl.appyhapps.healthsync
2024.11.29 14.15,14.15,69,nl.appyhapps.healthsync
2024.11.29 14.30,14.30,59,nl.appyhapps.healthsync
2024.11.29 14.45,14.45,329,nl.appyhapps.healthsync
2024.11.29 15.00,15.00,454,nl.appyhapps.healthsync
2024.11.29 15.15,15.15,864,nl.appyhapps.healthsync
2024.11.29 15.30,15.30,1062,nl.appyhapps.healthsync
2024.11.29 15.45,15.45,706,nl.appyhapps.healthsync
2024.11.29 16.00,16.00,637,nl.appyhapps.healthsync
2024.11.29 16.15,16.15,667,nl.appyhapps.healthsync
2024.11.29 16.30,16.30,814,nl.appyhapps.healthsync
2024.11.29 16.45,16.45,274,nl.appyhapps.healthsync
2024.11.29 17.00,17.00,82,nl.appyhapps.healthsync
2024.11.29 17.15,17.15,85,nl.appyhapps.healthsync
2024.11.29 17.30,17.30,72,nl.appyhapps.healthsync
2024.11.29 17.45,17.45,36,nl.appyhapps.healthsync
2024.11.29 18.00,18.00,64,nl.appyhapps.healthsync
2024.11.29 20.00,20.00,129,nl.appyhapps.healthsync
2024.11.29 20.30,20.30,43,nl.appyhapps.healthsync
2024.11.29 20.45,20.45,66,nl.appyhapps.healthsync
2024.11.29 21.00,21.00,35,nl.appyhapps.healthsync
2024.11.29 21.15,21.15,26,nl.appyhapps.healthsync
2024.11.29 21.45,21.45,154,nl.appyhapps.healthsync
2024.11.29 22.00,22.00,6,nl.appyhapps.healthsync
2024.11.29 22.30,22.30,91,nl.appyhapps.healthsync
2024.11.29 22.45,22.45,110,nl.appyhapps.healthsync
2024.11.30 03.00,03.00,15,nl.appyhapps.healthsync
2024.11.30 08.00,08.00,9,nl.appyhapps.healthsync
2024.11.30 08.30,08.30,114,nl.appyhapps.healthsync
2024.11.30 08.45,08.45,201,nl.appyhapps.healthsync
2024.11.30 09.00,09.00,178,nl.appyhapps.healthsync
2024.11.30 09.30,09.30,30,nl.appyhapps.healthsync
2024.11.30 09.45,09.45,6,nl.appyhapps.healthsync
2024.11.30 10.15,10.15,144,nl.appyhapps.healthsync
2024.11.30 10.30,10.30,560,nl.appyhapps.healthsync
2024.11.30 10.45,10.45,753,nl.appyhapps.healthsync
2024.11.30 11.00,11.00,1415,nl.appyhapps.healthsync
2024.11.30 11.15,11.15,1643,nl.appyhapps.healthsync
2024.11.30 11.30,11.30,1653,nl.appyhapps.healthsync
2024.11.30 11.45,11.45,750,nl.appyhapps.healthsync
2024.11.30 12.00,12.00,576,nl.appyhapps.healthsync
2024.11.30 12.15,12.15,941,nl.appyhapps.healthsync
2024.11.30 12.30,12.30,966,nl.appyhapps.healthsync
2024.11.30 12.45,12.45,876,nl.appyhapps.healthsync
2024.11.30 13.00,13.00,979,nl.appyhapps.healthsync
2024.11.30 13.15,13.15,762,nl.appyhapps.healthsync
2024.11.30 13.30,13.30,838,nl.appyhapps.healthsync
2024.11.30 13.45,13.45,1159,nl.appyhapps.healthsync
2024.11.30 14.00,14.00,820,nl.appyhapps.healthsync
2024.11.30 14.15,14.15,547,nl.appyhapps.healthsync
2024.11.30 14.30,14.30,845,nl.appyhapps.healthsync
2024.11.30 14.45,14.45,957,nl.appyhapps.healthsync
2024.11.30 15.00,15.00,409,nl.appyhapps.healthsync
2024.11.30 15.15,15.15,226,nl.appyhapps.healthsync
2024.11.30 15.30,15.30,150,nl.appyhapps.healthsync
2024.11.30 15.45,15.45,167,nl.appyhapps.healthsync
2024.11.30 16.00,16.00,94,nl.appyhapps.healthsync
2024.11.30 16.15,16.15,58,nl.appyhapps.healthsync
2024.11.30 16.30,16.30,72,nl.appyhapps.healthsync
2024.11.30 17.00,17.00,143,nl.appyhapps.healthsync
2024.11.30 17.15,17.15,238,nl.appyhapps.healthsync
2024.11.30 17.30,17.30,178,nl.appyhapps.healthsync
2024.11.30 17.45,17.45,18,nl.appyhapps.healthsync
2024.11.30 18.00,18.00,189,nl.appyhapps.healthsync
2024.11.30 18.15,18.15,144,nl.appyhapps.healthsync
2024.11.30 18.30,18.30,193,nl.appyhapps.healthsync
2024.11.30 18.45,18.45,189,nl.appyhapps.healthsync
2024.11.30 19.00,19.00,194,nl.appyhapps.healthsync
2024.11.30 19.15,19.15,57,nl.appyhapps.healthsync
2024.11.30 19.30,19.30,80,nl.appyhapps.healthsync
2024.11.30 19.45,19.45,152,nl.appyhapps.healthsync
2024.11.30 20.00,20.00,21,nl.appyhapps.healthsync
2024.11.30 20.15,20.15,34,nl.appyhapps.healthsync
2024.11.30 20.30,20.30,202,nl.appyhapps.healthsync
2024.11.30 20.45,20.45,191,nl.appyhapps.healthsync
2024.11.30 21.15,21.15,39,nl.appyhapps.healthsync
2024.11.30 21.30,21.30,60,nl.appyhapps.healthsync
2024.11.30 21.45,21.45,57,nl.appyhapps.healthsync
2024.11.30 22.00,22.00,37,nl.appyhapps.healthsync
2024.11.30 22.15,22.15,42,nl.appyhapps.healthsync
2024.11.30 22.30,22.30,46,nl.appyhapps.healthsync
2024.11.30 22.45,22.45,139,nl.appyhapps.healthsync
2024.11.30 23.00,23.00,189,nl.appyhapps.healthsync
2024.11.30 23.15,23.15,11,nl.appyhapps.healthsync
2024.11.30 23.30,23.30,75,nl.appyhapps.healthsync
2024.12.01 01.45,01.45,7,nl.appyhapps.healthsync
2024.12.01 02.30,02.30,7,nl.appyhapps.healthsync
2024.12.01 02.45,02.45,6,nl.appyhapps.healthsync
2024.12.01 04.30,04.30,17,nl.appyhapps.healthsync
2024.12.01 08.30,08.30,42,nl.appyhapps.healthsync
2024.12.01 08.45,08.45,295,nl.appyhapps.healthsync
2024.12.01 09.00,09.00,183,nl.appyhapps.healthsync
2024.12.01 09.15,09.15,27,nl.appyhapps.healthsync
2024.12.01 09.30,09.30,247,nl.appyhapps.healthsync
2024.12.01 09.45,09.45,221,nl.appyhapps.healthsync
2024.12.01 10.00,10.00,227,nl.appyhapps.healthsync
2024.12.01 10.15,10.15,227,nl.appyhapps.healthsync
2024.12.01 10.30,10.30,69,nl.appyhapps.healthsync
2024.12.01 10.45,10.45,271,nl.appyhapps.healthsync
2024.12.01 11.00,11.00,578,nl.appyhapps.healthsync
2024.12.01 11.15,11.15,899,nl.appyhapps.healthsync
2024.12.01 11.30,11.30,992,nl.appyhapps.healthsync
2024.12.01 11.45,11.45,1035,nl.appyhapps.healthsync
2024.12.01 12.00,12.00,963,nl.appyhapps.healthsync
2024.12.01 12.15,12.15,448,nl.appyhapps.healthsync
2024.12.01 12.30,12.30,79,nl.appyhapps.healthsync
2024.12.01 12.45,12.45,583,nl.appyhapps.healthsync
2024.12.01 13.00,13.00,740,nl.appyhapps.healthsync
2024.12.01 13.15,13.15,32,nl.appyhapps.healthsync
2024.12.01 13.45,13.45,32,nl.appyhapps.healthsync
2024.12.01 14.00,14.00,512,nl.appyhapps.healthsync
2024.12.01 14.15,14.15,793,nl.appyhapps.healthsync
2024.12.01 14.30,14.30,65,nl.appyhapps.healthsync
2024.12.01 14.45,14.45,91,nl.appyhapps.healthsync
2024.12.01 15.15,15.15,100,nl.appyhapps.healthsync
2024.12.01 15.30,15.30,128,nl.appyhapps.healthsync
2024.12.01 15.45,15.45,202,nl.appyhapps.healthsync
2024.12.01 16.00,16.00,114,nl.appyhapps.healthsync
2024.12.01 16.15,16.15,39,nl.appyhapps.healthsync
2024.12.01 16.30,16.30,248,nl.appyhapps.healthsync
2024.12.01 16.45,16.45,69,nl.appyhapps.healthsync
2024.12.01 17.00,17.00,44,nl.appyhapps.healthsync
2024.12.01 17.15,17.15,30,nl.appyhapps.healthsync
2024.12.01 17.30,17.30,128,nl.appyhapps.healthsync
2024.12.01 17.45,17.45,25,nl.appyhapps.healthsync
2024.12.01 18.00,18.00,411,nl.appyhapps.healthsync
2024.12.01 18.15,18.15,296,nl.appyhapps.healthsync
2024.12.01 18.30,18.30,138,nl.appyhapps.healthsync
2024.12.01 18.45,18.45,127,nl.appyhapps.healthsync
2024.12.01 19.00,19.00,9,nl.appyhapps.healthsync
2024.12.01 19.30,19.30,75,nl.appyhapps.healthsync
2024.12.01 19.45,19.45,166,nl.appyhapps.healthsync
2024.12.01 20.00,20.00,229,nl.appyhapps.healthsync
2024.12.01 20.15,20.15,33,nl.appyhapps.healthsync
2024.12.01 20.30,20.30,64,nl.appyhapps.healthsync
2024.12.01 20.45,20.45,72,nl.appyhapps.healthsync
2024.12.01 21.00,21.00,34,nl.appyhapps.healthsync
2024.12.01 21.30,21.30,188,nl.appyhapps.healthsync
2024.12.01 22.00,22.00,27,nl.appyhapps.healthsync
2024.12.02 02.00,02.00,11,nl.appyhapps.healthsync
2024.12.02 03.45,03.45,7,nl.appyhapps.healthsync
2024.12.02 06.45,06.45,23,nl.appyhapps.healthsync
2024.12.02 08.00,08.00,42,nl.appyhapps.healthsync
2024.12.02 08.15,08.15,78,nl.appyhapps.healthsync
2024.12.02 08.30,08.30,109,nl.appyhapps.healthsync
2024.12.02 08.45,08.45,362,nl.appyhapps.healthsync
2024.12.02 09.00,09.00,2291,nl.appyhapps.healthsync
2024.12.02 09.15,09.15,2307,nl.appyhapps.healthsync
2024.12.02 09.30,09.30,2304,nl.appyhapps.healthsync
2024.12.02 09.45,09.45,569,nl.appyhapps.healthsync
2024.12.02 10.00,10.00,30,nl.appyhapps.healthsync
2024.12.02 10.15,10.15,100,nl.appyhapps.healthsync
2024.12.02 10.30,10.30,81,nl.appyhapps.healthsync
2024.12.02 10.45,10.45,32,nl.appyhapps.healthsync
2024.12.02 11.00,11.00,69,nl.appyhapps.healthsync
2024.12.02 11.30,11.30,347,nl.appyhapps.healthsync
2024.12.02 11.45,11.45,123,nl.appyhapps.healthsync
2024.12.02 12.00,12.00,228,nl.appyhapps.healthsync
2024.12.02 12.30,12.30,158,nl.appyhapps.healthsync
2024.12.02 12.45,12.45,162,nl.appyhapps.healthsync
2024.12.02 13.00,13.00,49,nl.appyhapps.healthsync
2024.12.02 13.15,13.15,233,nl.appyhapps.healthsync
2024.12.02 13.30,13.30,36,nl.appyhapps.healthsync
2024.12.02 15.15,15.15,11,nl.appyhapps.healthsync
2024.12.02 15.30,15.30,6,nl.appyhapps.healthsync
2024.12.02 15.45,15.45,86,nl.appyhapps.healthsync
2024.12.02 16.00,16.00,311,nl.appyhapps.healthsync
2024.12.02 16.15,16.15,329,nl.appyhapps.healthsync
2024.12.02 16.30,16.30,293,nl.appyhapps.healthsync
2024.12.02 16.45,16.45,135,nl.appyhapps.healthsync
2024.12.02 17.00,17.00,58,nl.appyhapps.healthsync
2024.12.02 17.15,17.15,125,nl.appyhapps.healthsync
2024.12.02 17.30,17.30,166,nl.appyhapps.healthsync
2024.12.02 17.45,17.45,110,nl.appyhapps.healthsync
2024.12.02 18.00,18.00,28,nl.appyhapps.healthsync
2024.12.02 18.15,18.15,44,nl.appyhapps.healthsync
2024.12.02 18.30,18.30,25,nl.appyhapps.healthsync
2024.12.02 18.45,18.45,10,nl.appyhapps.healthsync
2024.12.02 19.00,19.00,51,nl.appyhapps.healthsync
2024.12.02 19.45,19.45,178,nl.appyhapps.healthsync
2024.12.02 20.00,20.00,9,nl.appyhapps.healthsync
2024.12.02 20.15,20.15,43,nl.appyhapps.healthsync
2024.12.02 20.30,20.30,297,nl.appyhapps.healthsync
2024.12.03 05.15,05.15,11,nl.appyhapps.healthsync
2024.12.03 05.30,05.30,102,nl.appyhapps.healthsync
2024.12.03 06.00,06.00,44,nl.appyhapps.healthsync
2024.12.03 06.15,06.15,97,nl.appyhapps.healthsync
2024.12.03 06.30,06.30,260,nl.appyhapps.healthsync
2024.12.03 06.45,06.45,443,nl.appyhapps.healthsync
2024.12.03 07.00,07.00,107,nl.appyhapps.healthsync
2024.12.03 07.15,07.15,167,nl.appyhapps.healthsync
2024.12.03 07.30,07.30,11,nl.appyhapps.healthsync
2024.12.03 07.45,07.45,378,nl.appyhapps.healthsync
2024.12.03 08.00,08.00,392,nl.appyhapps.healthsync
2024.12.03 08.15,08.15,418,nl.appyhapps.healthsync
2024.12.03 08.30,08.30,292,nl.appyhapps.healthsync
2024.12.03 08.45,08.45,192,nl.appyhapps.healthsync
2024.12.03 09.00,09.00,288,nl.appyhapps.healthsync
2024.12.03 10.00,10.00,454,nl.appyhapps.healthsync
2024.12.03 10.15,10.15,229,nl.appyhapps.healthsync
2024.12.03 10.45,10.45,11,nl.appyhapps.healthsync
2024.12.03 11.45,11.45,215,nl.appyhapps.healthsync
2024.12.03 12.00,12.00,53,nl.appyhapps.healthsync
2024.12.03 12.15,12.15,116,nl.appyhapps.healthsync
2024.12.03 12.30,12.30,83,nl.appyhapps.healthsync
2024.12.03 12.45,12.45,21,nl.appyhapps.healthsync
2024.12.03 13.00,13.00,562,nl.appyhapps.healthsync
2024.12.03 13.15,13.15,803,nl.appyhapps.healthsync
2024.12.03 13.30,13.30,277,nl.appyhapps.healthsync
2024.12.03 13.45,13.45,331,nl.appyhapps.healthsync
2024.12.03 14.00,14.00,362,nl.appyhapps.healthsync
2024.12.03 14.15,14.15,225,nl.appyhapps.healthsync
2024.12.03 14.30,14.30,136,nl.appyhapps.healthsync
2024.12.03 15.00,15.00,14,nl.appyhapps.healthsync
2024.12.03 16.15,16.15,256,nl.appyhapps.healthsync
2024.12.03 16.30,16.30,273,nl.appyhapps.healthsync
2024.12.03 16.45,16.45,15,nl.appyhapps.healthsync
2024.12.03 17.00,17.00,304,nl.appyhapps.healthsync
2024.12.03 17.15,17.15,17,nl.appyhapps.healthsync
2024.12.03 17.30,17.30,8,nl.appyhapps.healthsync
2024.12.03 18.00,18.00,173,nl.appyhapps.healthsync
2024.12.03 18.15,18.15,305,nl.appyhapps.healthsync
2024.12.03 18.30,18.30,329,nl.appyhapps.healthsync
2024.12.03 18.45,18.45,30,nl.appyhapps.healthsync
2024.12.03 19.00,19.00,53,nl.appyhapps.healthsync
2024.12.03 19.15,19.15,260,nl.appyhapps.healthsync
2024.12.03 19.30,19.30,33,nl.appyhapps.healthsync
2024.12.03 19.45,19.45,153,nl.appyhapps.healthsync
2024.12.03 20.15,20.15,89,nl.appyhapps.healthsync
2024.12.03 20.30,20.30,183,nl.appyhapps.healthsync
2024.12.03 20.45,20.45,15,nl.appyhapps.healthsync
2024.12.03 21.00,21.00,23,nl.appyhapps.healthsync
2024.12.04 05.15,05.15,126,nl.appyhapps.healthsync
2024.12.04 05.30,05.30,125,nl.appyhapps.healthsync
2024.12.04 05.45,05.45,29,nl.appyhapps.healthsync
2024.12.04 06.00,06.00,32,nl.appyhapps.healthsync
2024.12.04 06.15,06.15,15,nl.appyhapps.healthsync
2024.12.04 06.45,06.45,860,nl.appyhapps.healthsync
2024.12.04 07.00,07.00,2295,nl.appyhapps.healthsync
2024.12.04 07.15,07.15,2014,nl.appyhapps.healthsync
2024.12.04 07.30,07.30,1611,nl.appyhapps.healthsync
2024.12.04 07.45,07.45,11,nl.appyhapps.healthsync
2024.12.04 08.00,08.00,47,nl.appyhapps.healthsync
2024.12.04 08.15,08.15,66,nl.appyhapps.healthsync
2024.12.04 08.45,08.45,54,nl.appyhapps.healthsync
2024.12.04 09.00,09.00,24,nl.appyhapps.healthsync
2024.12.04 09.30,09.30,9,nl.appyhapps.healthsync
2024.12.04 09.45,09.45,13,nl.appyhapps.healthsync
2024.12.04 11.00,11.00,12,nl.appyhapps.healthsync
2024.12.04 11.15,11.15,53,nl.appyhapps.healthsync
2024.12.04 11.30,11.30,237,nl.appyhapps.healthsync
2024.12.04 11.45,11.45,23,nl.appyhapps.healthsync
2024.12.04 12.45,12.45,47,nl.appyhapps.healthsync
2024.12.04 13.00,13.00,297,nl.appyhapps.healthsync
2024.12.04 14.00,14.00,15,nl.appyhapps.healthsync
2024.12.04 14.15,14.15,15,nl.appyhapps.healthsync
2024.12.04 14.30,14.30,59,nl.appyhapps.healthsync
2024.12.04 15.30,15.30,49,nl.appyhapps.healthsync
2024.12.04 15.45,15.45,9,nl.appyhapps.healthsync
2024.12.04 16.15,16.15,300,nl.appyhapps.healthsync
2024.12.04 16.30,16.30,361,nl.appyhapps.healthsync
2024.12.04 16.45,16.45,245,nl.appyhapps.healthsync
2024.12.04 17.00,17.00,235,nl.appyhapps.healthsync
2024.12.04 17.15,17.15,393,nl.appyhapps.healthsync
2024.12.04 17.30,17.30,102,nl.appyhapps.healthsync
2024.12.04 17.45,17.45,147,nl.appyhapps.healthsync
2024.12.04 18.15,18.15,50,nl.appyhapps.healthsync
2024.12.04 18.30,18.30,79,nl.appyhapps.healthsync
2024.12.04 18.45,18.45,14,nl.appyhapps.healthsync
2024.12.04 19.30,19.30,69,nl.appyhapps.healthsync
2024.12.04 19.45,19.45,47,nl.appyhapps.healthsync
2024.12.04 20.00,20.00,13,nl.appyhapps.healthsync
2024.12.04 20.15,20.15,82,nl.appyhapps.healthsync
2024.12.04 20.30,20.30,337,nl.appyhapps.healthsync
2024.12.04 20.45,20.45,384,nl.appyhapps.healthsync
2024.12.04 21.00,21.00,177,nl.appyhapps.healthsync
2024.12.04 21.15,21.15,11,nl.appyhapps.healthsync
2024.12.04 21.30,21.30,165,nl.appyhapps.healthsync
2024.12.04 21.45,21.45,24,nl.appyhapps.healthsync
2024.12.04 22.00,22.00,148,nl.appyhapps.healthsync
2024.12.05 06.30,06.30,8,nl.appyhapps.healthsync
2024.12.05 07.15,07.15,24,nl.appyhapps.healthsync
2024.12.05 07.30,07.30,84,nl.appyhapps.healthsync
2024.12.05 07.45,07.45,50,nl.appyhapps.healthsync
2024.12.05 08.00,08.00,263,nl.appyhapps.healthsync
2024.12.05 08.15,08.15,363,nl.appyhapps.healthsync
2024.12.05 08.30,08.30,106,nl.appyhapps.healthsync
2024.12.05 08.45,08.45,139,nl.appyhapps.healthsync
2024.12.05 09.00,09.00,100,nl.appyhapps.healthsync
2024.12.05 09.15,09.15,70,nl.appyhapps.healthsync
2024.12.05 09.45,09.45,31,nl.appyhapps.healthsync
2024.12.05 10.00,10.00,132,nl.appyhapps.healthsync
2024.12.05 10.15,10.15,113,nl.appyhapps.healthsync
2024.12.05 10.45,10.45,92,nl.appyhapps.healthsync
2024.12.05 11.00,11.00,374,nl.appyhapps.healthsync
2024.12.05 11.15,11.15,114,nl.appyhapps.healthsync
